time	5	8	12	16	 end
0	0.0	0.0	0.0	0.0
6	0.0	0.0	0.0	0.0
12	0.0	0.0	0.0	0.0
18	0.0	0.0	0.0	0.0
24	0.0	0.0	0.0	0.0
30	0.0	0.0	0.0	0.0
36	0.0	0.0	0.0	0.0
42	0.0	0.0	0.0	0.0
48	0.0	0.0	0.0	0.0
54	0.0	0.0	0.0	0.0
60	0.0	0.0	0.0	0.0
66	0.0	0.0	0.0	0.0
72	0.0	0.0	0.0	0.0
78	0.0	0.0	0.0	0.0
84	0.0	0.0	0.0	0.0
90	0.0	0.0	0.0	0.0
96	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0
108	0.0	0.0	0.0	0.0
114	0.0	0.0	0.0	0.0
120	0.0	0.0	0.0	0.0
126	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0
144	0.0	0.0	0.0	0.0
150	0.0	0.0	0.0	0.0
156	0.0	0.0	0.0	0.0
162	0.0	0.0	0.0	0.0
168	0.0	0.0	0.0	0.0
174	0.0	0.0	0.0	0.0
180	0.0	0.0	0.0	0.0
186	0.0	0.0	0.0	0.0
192	0.0	0.0	0.0	0.0
198	0.0	0.0	0.0	0.0
204	0.0	0.0	0.0	0.0
210	0.0	0.0	0.0	0.0
216	0.0	0.0	0.0	0.0
222	0.0	0.0	0.0	0.0
228	0.0	0.0	0.0	0.0
234	0.0	0.0	0.0	0.0
240	0.0	0.0	0.0	0.0
246	0.0	0.0	0.0	0.0
252	0.0	0.0	0.0	0.0
258	0.0	0.0	0.0	0.0
264	0.0	0.0	0.0	0.0
270	0.0	0.0	0.0	0.0
276	0.0	0.0	0.0	0.0
282	0.0	0.0	0.0	0.0
288	0.0	0.0	0.0	0.0
294	0.0	0.0	0.0	0.0
300	0.0	0.0	0.0	0.0
306	0.0	0.0	0.0	0.0
312	0.0	0.0	0.0	0.0
318	0.0	0.0	0.0	0.0
324	0.0	0.0	0.0	0.0
330	0.0	0.0	0.0	0.0
336	0.0	0.0	0.0	0.0
342	0.0	0.0	0.0	0.0
348	0.0	0.0	0.0	0.0
354	0.0	0.0	0.0	0.0
360	0.0	0.0	0.0	0.0
366	0.0	0.0	0.0	0.0
372	0.0	0.0	0.0	0.0
378	0.0	0.0	0.0	0.0
384	0.0	0.0	0.0	0.0
390	0.0	0.0	0.0	0.0
396	0.0	0.0	0.0	0.0
402	0.0	0.0	0.0	0.0
408	0.0	0.0	0.0	0.0
414	0.0	0.0	0.0	0.0
420	0.0	0.0	0.0	0.0
426	0.0	0.0	0.0	0.0
432	0.0	0.0	0.0	0.0
438	0.0	0.0	0.0	0.0
444	0.0	0.0	0.0	0.0
450	0.0	0.0	0.0	0.0
456	0.0	0.0	0.0	0.0
462	0.0	0.0	0.0	0.0
468	0.0	0.0	0.0	0.0
474	0.0	0.0	0.0	0.0
480	0.0	0.0	0.0	0.0
486	0.0	0.0	0.0	0.0
492	0.0	0.0	0.0	0.0
498	0.0	0.0	0.0	0.0
504	0.0	0.0	0.0	0.0
510	0.0	0.0	0.0	0.0
516	0.0	0.0	0.0	0.0
522	0.0	0.0	0.0	0.0
528	0.0	0.0	0.0	0.0
534	0.0	0.0	0.0	0.0
540	0.0	0.0	0.0	0.5
546	0.0	0.0	0.0	0.6000000000000001
552	0.0	0.0	0.0	0.25
558	0.0	0.0	0.0	0.0
564	0.0	0.0	0.0	0.0
570	0.0	0.0	0.0	0.0
576	0.0	0.0	0.0	0.0
582	0.0	0.0	0.0	0.0
588	0.0	0.0	0.0	0.0
594	0.0	0.0	0.0	0.0
600	0.0	0.0	0.0	0.0
606	0.0	0.0	0.0	0.19999999999999996
612	0.0	0.0	0.0	0.6000000000000003
618	0.0	0.0	0.0	0.5499999999999998
624	0.0	0.0	0.0	0.0
630	0.0	0.0	0.0	0.0
636	0.0	0.0	0.0	0.0
642	0.0	0.0	0.0	0.0
648	0.0	0.2	0.0	1.6000000000000005
654	0.0	0.3	0.0	2.4000000000000004
660	0.25	0.30000000000000004	0.0	2.4000000000000004
666	0.30000000000000004	0.24249999999999994	0.0	1.9399999999999995
672	0.125	0.12424999999999997	0.0	0.9939999999999998
678	0.0	0.0	0.0	0.5
684	0.0	0.0	0.0	0.5999999999999996
690	0.0	0.0	0.0	0.25
696	0.40000000000000013	0.0	0.0	0.0
702	2.4000000000000004	0.0	0.0	0.0
708	2.4000000000000004	0.0	0.0	0.0
714	2.4000000000000012	0.050000000000000044	0.0	0.40000000000000036
720	2.4000000000000004	0.30000000000000004	0.0	2.4000000000000004
726	0.6999999999999993	0.30000000000000004	0.0	2.400000000000002
732	0.3000000000000007	0.30000000000000004	0.0	2.3999999999999986
738	0.27500000000000036	0.21992500000000037	0.0	1.759400000000003
744	0.0	0.07500000000000018	0.0	0.8000000000000007
750	0.0	0.0	0.0	0.6000000000000014
756	0.0	0.0	0.0	0.5500000000000007
762	0.0	1.2000000000000002	0.0	0.8000000000000007
768	1.5999999999999996	1.7999999999999998	0.0	1.1999999999999993
774	2.4000000000000004	0.4500000000000002	0.0	0.3000000000000007
780	2.3999999999999986	0.0	0.0	0.0
786	2.3999999999999986	0.20000000000000018	0.0	1.6000000000000014
792	1.8000000000000007	0.2999999999999998	0.0	2.3999999999999986
798	0.25	0.2999999999999998	0.0	2.3999999999999986
804	0.3000000000000007	0.2969925	0.0	2.37594
810	0.125	0.12969924999999982	0.0	1.0375939999999986
816	0.0	0.0	0.1	0.5
822	0.0	0.0	0.6000000000000001	0.6000000000000014
828	0.0	0.2999999999999998	0.6000000000000002	0.45000000000000284
834	0.3999999999999986	1.7999999999999998	0.6000000000000001	1.2000000000000028
840	2.3999999999999986	1.3499999999999996	0.6000000000000001	0.8999999999999986
846	2.3999999999999986	0.0	0.1499999999999999	0.0
852	2.3999999999999986	0.05000000000000071	0.0	0.3999999999999986
858	2.3999999999999986	0.3000000000000007	0.0	2.3999999999999986
864	0.7000000000000028	0.3000000000000007	0.0	2.3999999999999986
870	0.29999999999999716	0.3000000000000007	0.0	2.3999999999999986
876	0.2749999999999986	0.22046992499999973	0.10000000000000009	1.7637593999999908
882	0.0	0.07499999999999929	0.2749999999999999	0.7999999999999972
888	0.0	0.0	0.3999999999999999	0.6000000000000014
894	0.0	0.0	0.6000000000000001	0.5499999999999972
900	0.0	1.1999999999999993	0.5999999999999996	0.7999999999999972
906	1.6000000000000014	1.799999999999999	0.5999999999999996	1.2000000000000028
912	2.3999999999999986	0.4499999999999993	0.4500000000000002	0.29999999999999716
918	2.3999999999999986	0.0	0.0	0.0
924	2.3999999999999986	0.1999999999999993	0.0	1.6000000000000014
930	1.7999999999999972	0.3000000000000007	0.0	2.3999999999999986
936	0.25	0.3000000000000007	0.0	2.3999999999999986
942	0.29999999999999716	0.29704699250000033	0.0	2.3763759399999955
948	0.125	0.1297046992499986	0.25	1.037637594000003
954	0.0	0.0	0.22499999999999964	0.4999999999999929
960	0.0	0.0	0.6000000000000005	0.5999999999999943
966	0.0	0.3000000000000007	0.5999999999999996	0.45000000000000284
972	0.3999999999999986	1.8000000000000007	0.5999999999999996	1.2000000000000028
978	2.3999999999999986	1.3500000000000014	0.5999999999999996	0.9000000000000057
